REGION,TECHNOLOGY,FUEL,YEAR,VALUE
"Region1","IND_BIO_AUTOPRD","BIO_AUTOPRD",2028,168.101983944083
"Region1","IND_BIO_AUTOPRD","BIO_AUTOPRD",2029,157.1964621
"Region1","IND_BIO_AUTOPRD","BIO_AUTOPRD",2030,170.37011415
"Region1","IND_BIO_AUTOPRD","BIO_AUTOPRD",2031,276.749797875
"Region1","IND_BIO_AUTOPRD","BIO_AUTOPRD",2032,199.65012405
"Region1","IND_BIO_AUTOPRD","BIO_AUTOPRD",2033,268.325488322648
"Region1","IND_BIO_AUTOPRD","BIO_AUTOPRD",2034,233.2907835
"Region1","IND_BIO_AUTOPRD","BIO_AUTOPRD",2035,251.9317776
"Region1","IND_CHEM_BIO_001","IND_CHEM",2018,50.0728021500003
"Region1","IND_CHEM_BIO_001","IND_CHEM",2019,45.9000686399999
"Region1","IND_CHEM_BIO_001","IND_CHEM",2020,41.72733513
"Region1","IND_CHEM_BIO_001","IND_CHEM",2021,37.55460161
"Region1","IND_CHEM_BIO_001","IND_CHEM",2022,33.3818681
"Region1","IND_CHEM_BIO_001","IND_CHEM",2023,29.20913459
"Region1","IND_CHEM_BIO_001","IND_CHEM",2024,166.7852392
"Region1","IND_CHEM_BIO_001","IND_CHEM",2025,175.6409926
"Region1","IND_CHEM_BIO_001","IND_CHEM",2026,129.828825246983
"Region1","IND_CHEM_BIO_001","IND_CHEM",2027,94.0258862456825
"Region1","IND_CHEM_BIO_001","IND_CHEM",2028,8.345467025
"Region1","IND_CHEM_BIO_001","IND_CHEM",2029,4.172733513
"Region1","IND_CHEM_COA_001","IND_CHEM",2018,228.1094321
"Region1","IND_CHEM_COA_001","IND_CHEM",2019,254.64322144
"Region1","IND_CHEM_COA_001","IND_CHEM",2020,282.11813401
"Region1","IND_CHEM_COA_001","IND_CHEM",2021,310.58414029
"Region1","IND_CHEM_COA_001","IND_CHEM",2022,340.09386411
"Region1","IND_CHEM_COA_001","IND_CHEM",2023,370.70272335
"Region1","IND_CHEM_COA_001","IND_CHEM",2024,260.72024062
"Region1","IND_CHEM_COA_001","IND_CHEM",2025,280.67706419
"Region1","IND_CHEM_COA_001","IND_CHEM",2026,356.585486573017
"Region1","IND_CHEM_COA_001","IND_CHEM",2027,423.836517624317
"Region1","IND_CHEM_COA_001","IND_CHEM",2028,542.388643656
"Region1","IND_CHEM_COA_001","IND_CHEM",2029,580.932289367003
