REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,FUEL,YEAR,VALUE
"Region1","S1D1B1","IND_BIO_AUTOPRD",1,"BIO_AUTOPRD",2019,66.397506650665
"Region1","S1D1B1","IND_BIO_AUTOPRD",1,"BIO_AUTOPRD",2020,72.7988484348435
"Region1","S1D1B1","IND_BIO_AUTOPRD",1,"BIO_AUTOPRD",2021,79.6929704470447
"Region1","S1D1B1","IND_BIO_AUTOPRD",1,"BIO_AUTOPRD",2022,87.1141658165816
"Region1","S1D1B1","IND_BIO_AUTOPRD",1,"BIO_AUTOPRD",2023,95.0989806980699
"Region1","S1D1B1","IND_BIO_AUTOPRD",1,"BIO_AUTOPRD",2024,143.179102472034
"Region1","S1D1B1","IND_BIO_AUTOPRD",1,"BIO_AUTOPRD",2025,130.982007946636
"Region1","S1D1B1","IND_BIO_AUTOPRD",1,"BIO_AUTOPRD",2026,142.488597389791
"Region1","S1D1B1","IND_BIO_AUTOPRD",1,"BIO_AUTOPRD",2027,133.492447594759
"Region1","S1D1B1","IND_BIO_AUTOPRD",1,"BIO_AUTOPRD",2028,168.118795823666
"Region1","S1D1B1","IND_BIO_AUTOPRD",1,"BIO_AUTOPRD",2029,297.326389445811
"Region1","S1D1B1","IND_BIO_AUTOPRD",1,"BIO_AUTOPRD",2030,170.387152865287
"Region1","S1D1B1","IND_BIO_AUTOPRD",1,"BIO_AUTOPRD",2031,276.777475622562
"Region1","S1D1B1","IND_BIO_AUTOPRD",1,"BIO_AUTOPRD",2032,377.624596273879
"Region1","S1D1B1","IND_BIO_AUTOPRD",1,"BIO_AUTOPRD",2033,268.352323555003
"Region1","S1D1B1","IND_BIO_AUTOPRD",1,"BIO_AUTOPRD",2035,251.95697329733
"Region1","S1D1B1","IND_CHEM_BIO_001",1,"IND_CHEM",2018,50.0778099309936
"Region1","S1D1B1","IND_CHEM_BIO_001",1,"IND_CHEM",2019,58.237859856546
"Region1","S1D1B1","IND_CHEM_BIO_001",1,"IND_CHEM",2021,84.1531915097559
"Region1","S1D1B1","IND_CHEM_BIO_001",1,"IND_CHEM",2025,332.212961225648
"Region1","S1D1B1","IND_CHEM_BIO_001",1,"IND_CHEM",2027,332.212961225648
"Region1","S1D1B1","IND_CHEM_BIO_001",1,"IND_CHEM",2028,60.5182525380711
"Region1","S1D1B1","IND_CHEM_COA_001",1,"IND_CHEM",2018,92.7060080258615
"Region1","S1D1B1","IND_CHEM_COA_001",1,"IND_CHEM",2019,307.435411723415
"Region1","S1D1B1","IND_CHEM_COA_001",1,"IND_CHEM",2020,350.67511996271
"Region1","S1D1B1","IND_CHEM_COA_001",1,"IND_CHEM",2021,386.058595761342
