REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
"Region1","S1D1B1","RES_CWH_LPG_001",1,2020,191.433309350148
"Region1","S1D1B1","RES_CWH_LPG_001",1,2021,225.696317124436
"Region1","S1D1B1","RES_CWH_LPG_001",1,2022,296.452727272727
"Region1","S1D1B1","RES_CWH_LPG_001",1,2023,214.760133366084
"Region1","S1D1B1","RES_CWH_LPG_001",1,2024,218.89979663142
"Region1","S1D1B1","RES_CWH_LPG_001",1,2026,277.164032108437
"Region1","S1D1B1","RES_CWH_LPG_001",1,2027,244.595428157122
"Region1","S1D1B1","RES_CWH_LPG_001",1,2028,253.158745623671
"Region1","S1D1B1","RES_CWH_LPG_001",1,2029,270.74879542669
"Region1","S1D1B1","RES_CWH_LPG_001",1,2030,233.556729377115
"Region1","S1D1B1","RES_CWH_LPG_001",1,2031,401.720553922274
"Region1","S1D1B1","RES_CWH_LPG_001",1,2032,296.569611919983
"Region1","S1D1B1","RES_CWH_LPG_001",1,2033,298.590202253659
"Region1","S1D1B1","RES_CWH_LPG_001",1,2034,391.530186729148
"Region1","S1D1B1","RES_CWH_LPG_001",1,2035,261.90573375321
"Region1","S1D1B1","RES_CWH_NGS_001",1,2018,0.455036908690869
"Region1","S1D1B1","RES_CWH_NGS_001",1,2019,0.470495112511251
"Region1","S1D1B1","RES_CWH_NGS_001",1,2020,0.486478452845285
"Region1","S1D1B1","RES_CWH_NGS_001",1,2021,0.503004768476847
"Region1","S1D1B1","RES_CWH_NGS_001",1,2022,0.520092504250425
"Region1","S1D1B1","RES_CWH_NGS_001",1,2023,0.537760733073307
"Region1","S1D1B1","RES_CWH_NGS_001",1,2024,0.556029174917492
"Region1","S1D1B1","RES_CWH_NGS_001",1,2025,0.574918219821982
"Region1","S1D1B1","RES_CWH_NGS_001",1,2026,0.594448950895089
"Region1","S1D1B1","RES_CWH_NGS_001",1,2027,0.614643166316631
"Region1","S1D1B1","RES_CWH_NGS_001",1,2028,0.635523406340634
"Region1","S1D1B1","RES_CWH_NGS_001",1,2029,0.657112975297529
"Region1","S1D1B1","RES_CWH_NGS_001",1,2030,0.67943596959696
"Region1","S1D1B1","RES_CWH_NGS_001",1,2031,0.702517306730673
"Region1","S1D1B1","RES_CWH_NGS_001",1,2032,0.726382747274727
"Region1","S1D1B1","RES_CWH_NGS_001",1,2033,0.751058927892789
"Region1","S1D1B1","RES_CWH_NGS_001",1,2034,0.776573391339134
"Region1","S1D1B1","RES_CWH_NGS_001",1,2035,0.802954614461446
"Region1","S1D1B1","RES_EL_APP_001",1,2018,115.954314720812
"Region1","S1D1B1","RES_EL_APP_001",1,2019,127.883248730965
"Region1","S1D1B1","RES_EL_APP_001",1,2020,141.040609137056
"Region1","S1D1B1","RES_EL_APP_001",1,2021,155.553299492386
"Region1","S1D1B1","RES_EL_APP_001",1,2022,171.553299492386
"Region1","S1D1B1","RES_EL_APP_001",1,2023,189.203045685279
"Region1","S1D1B1","RES_EL_APP_001",1,2024,208.664974619289
"Region1","S1D1B1","RES_EL_APP_001",1,2025,230.131979695432
"Region1","S1D1B1","RES_EL_APP_001",1,2026,253.807106598985
"Region1","S1D1B1","RES_EL_APP_001",1,2027,279.918781725888
"Region1","S1D1B1","RES_EL_APP_001",1,2028,308.715736040609
"Region1","S1D1B1","RES_EL_APP_001",1,2029,340.477157360406
"Region1","S1D1B1","RES_EL_APP_001",1,2030,375.502538071066
"Region1","S1D1B1","RES_EL_APP_001",1,2031,414.131979695432
"Region1","S1D1B1","RES_EL_APP_001",1,2032,456.736040609137
"Region1","S1D1B1","RES_EL_APP_001",1,2033,503.725888324873
"Region1","S1D1B1","RES_EL_APP_001",1,2034,555.548223350254
"Region1","S1D1B1","RES_EL_APP_001",1,2035,612.700507614213
"Region1","S1D1B1","TRA_BUS_BIODSL_001",1,2018,1056440.3920392
"Region1","S1D1B1","TRA_BUS_BIODSL_001",1,2019,1106886.16161616
"Region1","S1D1B1","TRA_BUS_BIODSL_001",1,2020,1159740.75107511
"Region1","S1D1B1","TRA_BUS_BIODSL_001",1,2021,1215119.18491849
"Region1","S1D1B1","TRA_BUS_BIODSL_001",1,2022,1273141.97719772
"Region1","S1D1B1","TRA_BUS_BIODSL_001",1,2023,1333935.39853985
"Region1","S1D1B1","TRA_BUS_BIODSL_001",1,2024,1397631.74917492
"Region1","S1D1B1","TRA_BUS_BIODSL_001",1,2025,1464369.6449645
"Region1","S1D1B1","TRA_BUS_BIODSL_001",1,2026,1534294.32143214
"Region1","S1D1B1","TRA_BUS_BIODSL_001",1,2027,1612565.6526933
"Region1","S1D1B1","TRA_BUS_BIODSL_001",1,2028,1684319.9689969
"Region1","S1D1B1","TRA_BUS_BIODSL_001",1,2029,1764747.42774277
"Region1","S1D1B1","TRA_BUS_BIODSL_001",1,2030,1849015.35453546
"Region1","S1D1B1","TRA_BUS_BIODSL_001",1,2031,1937307.13371337
"Region1","S1D1B1","TRA_BUS_BIODSL_001",1,2032,2029814.90649065
"Region1","S1D1B1","TRA_BUS_BIODSL_001",1,2033,2126739.9909991
"Region1","S1D1B1","TRA_BUS_BIODSL_001",1,2034,2228293.31633163
"Region1","S1D1B1","TRA_BUS_BIODSL_001",1,2035,2385174.99844429
"Region1","S1D1B1","TRA_BUS_DSL_001",1,2018,620449.119211922
"Region1","S1D1B1","TRA_BUS_DSL_001",1,2019,650075.99939994
"Region1","S1D1B1","TRA_BUS_DSL_001",1,2020,681117.583958396
"Region1","S1D1B1","TRA_BUS_DSL_001",1,2021,802987.231459108
"Region1","S1D1B1","TRA_BUS_DSL_001",1,2022,802987.231459108
"Region1","S1D1B1","TRA_BUS_DSL_001",1,2023,802987.231459109
"Region1","S1D1B1","TRA_BUS_DSL_001",1,2024,820831.344634464
"Region1","S1D1B1","TRA_BUS_DSL_001",1,2025,860026.616661666
"Region1","S1D1B1","TRA_BUS_DSL_001",1,2026,901093.490249025
"Region1","S1D1B1","TRA_BUS_DSL_001",1,2027,1303724.51843668
"Region1","S1D1B1","TRA_BUS_DSL_001",1,2028,989203.791379137
"Region1","S1D1B1","TRA_BUS_DSL_001",1,2029,1036438.96589659
"Region1","S1D1B1","TRA_BUS_DSL_001",1,2031,1137783.55435544
"Region1","S1D1B1","TRA_BUS_DSL_001",1,2032,1192113.51635163
"Region1","S1D1B1","TRA_BUS_DSL_001",1,2033,1249037.77277728
"Region1","S1D1B1","TRA_BUS_DSL_001",1,2035,1767943.70463348
"Region1","S1D1B1","TRA_BUS_ELC_001",1,2018,0.013461716288186
"Region1","S1D1B1","TRA_BUS_ELC_001",1,2019,0.01381206453049
"Region1","S1D1B1","TRA_BUS_ELC_001",1,2020,0.0169382691843797
"Region1","S1D1B1","TRA_BUS_ELC_001",1,2021,0.018628642916352
"Region1","S1D1B1","TRA_BUS_ELC_001",1,2025,0.0236438647936004
"Region1","S1D1B1","TRA_BUS_ELC_001",1,2026,0.0217618934041064
"Region1","S1D1B1","TRA_BUS_ELC_001",1,2027,0.0248799894287391
"Region1","S1D1B1","TRA_BUS_ELC_001",1,2028,0.0277242740702559
"Region1","S1D1B1","TRA_BUS_ELC_001",1,2029,0.036674862572306
"Region1","S1D1B1","TRA_BUS_ELC_001",1,2031,0.0329172689003727
"Region1","S1D1B1","TRA_BUS_ELC_001",1,2032,0.0340849104388393
"Region1","S1D1B1","TRA_BUS_ELC_001",1,2033,0.0338611826606201
"Region1","S1D1B1","TRA_BUS_ELC_001",1,2034,0.0369666953970039
"Region1","S1D1B1","TRA_BUS_ELC_001",1,2035,0.0339636264788359
"Region1","S1D1B1","TRA_CAR",1,2018,365465.506761676
"Region1","S1D1B1","TRA_CAR",1,2019,382916.740830083
"Region1","S1D1B1","TRA_CAR",1,2020,401201.28360536
"Region1","S1D1B1","TRA_CAR",1,2021,420358.92610361
"Region1","S1D1B1","TRA_CAR",1,2022,440431.359346935
"Region1","S1D1B1","TRA_CAR",1,2023,461462.265382538
"Region1","S1D1B1","TRA_CAR",1,2024,483497.411952195
"Region1","S1D1B1","TRA_CAR",1,2025,506584.752264226
"Region1","S1D1B1","TRA_CAR",1,2026,26538.7264616462
"Region1","S1D1B1","TRA_CAR",1,2027,637707.092304417
"Region1","S1D1B1","TRA_CAR",1,2028,582674.475236523
"Region1","S1D1B1","TRA_CAR",1,2029,610497.589858986
"Region1","S1D1B1","TRA_CAR",1,2030,639649.277560756
"Region1","S1D1B1","TRA_CAR",1,2031,670192.978875888
"Region1","S1D1B1","TRA_CAR",1,2032,702195.16320532
"Region1","S1D1B1","TRA_CAR",1,2033,735725.474336434
"Region1","S1D1B1","TRA_CAR",1,2034,888010.136299785
"Region1","S1D1B1","TRA_CAR",1,2035,894068.279884975
"Region1","S1D1B1","TRA_CAR_BIODSL_001",1,2018,16445.9478047805
"Region1","S1D1B1","TRA_CAR_BIODSL_001",1,2019,17231.2533353339
"Region1","S1D1B1","TRA_CAR_BIODSL_001",1,2020,18054.0577657766
"Region1","S1D1B1","TRA_CAR_BIODSL_001",1,2021,18916.1516751678
"Region1","S1D1B1","TRA_CAR_BIODSL_001",1,2022,19819.4111711171
"Region1","S1D1B1","TRA_CAR_BIODSL_001",1,2023,20765.8019401942
"Region1","S1D1B1","TRA_CAR_BIODSL_001",1,2024,21757.3835383538
"Region1","S1D1B1","TRA_CAR_BIODSL_001",1,2025,22796.313851385
"Region1","S1D1B1","TRA_CAR_BIODSL_001",1,2026,23884.8538153816
"Region1","S1D1B1","TRA_CAR_BIODSL_001",1,2027,21419.8291991467
"Region1","S1D1B1","TRA_CAR_BIODSL_001",1,2028,26220.3513851395
"Region1","S1D1B1","TRA_CAR_BIODSL_001",1,2029,27472.3915391539
"Region1","S1D1B1","TRA_CAR_BIODSL_001",1,2030,28784.2174917486
"Region1","S1D1B1","TRA_CAR_BIODSL_001",1,2031,30158.6840484046
"Region1","S1D1B1","TRA_CAR_BIODSL_001",1,2032,31598.7823482347
"Region1","S1D1B1","TRA_CAR_BIODSL_001",1,2033,33107.6463446344
"Region1","S1D1B1","TRA_CAR_BIODSL_001",1,2034,34688.5596659672
"Region1","S1D1B1","TRA_CAR_DSL_001",1,2018,1827.32753375333
"Region1","S1D1B1","TRA_CAR_DSL_001",1,2019,1914.5837043704
"Region1","S1D1B1","TRA_CAR_DSL_001",1,2020,2006.00641764185
"Region1","S1D1B1","TRA_CAR_DSL_001",1,2021,2101.79463046305
"Region1","S1D1B1","TRA_CAR_DSL_001",1,2022,2202.15679667989
"Region1","S1D1B1","TRA_CAR_DSL_001",1,2023,2307.31132713271
"Region1","S1D1B1","TRA_CAR_DSL_001",1,2024,2417.48705970601
"Region1","S1D1B1","TRA_CAR_DSL_001",1,2025,2532.92376137601
"Region1","S1D1B1","TRA_CAR_DSL_001",1,2026,2653.87264626463
"Region1","S1D1B1","TRA_CAR_DSL_001",1,2027,3455.95881292728
"Region1","S1D1B1","TRA_CAR_DSL_001",1,2028,2913.37237623762
"Region1","S1D1B1","TRA_CAR_DSL_001",1,2029,3052.48794879499
"Region1","S1D1B1","TRA_CAR_DSL_001",1,2030,3198.24638763878
"Region1","S1D1B1","TRA_CAR_DSL_001",1,2031,3350.96489448953
"Region1","S1D1B1","TRA_CAR_DSL_001",1,2032,3510.97581658163
"Region1","S1D1B1","TRA_CAR_DSL_001",1,2033,3678.62737173726
"Region1","S1D1B1","TRA_CAR_DSL_001",1,2034,3854.2844064398
"Region1","S1D1B1","TRA_CAR_DSL_001",1,2035,4038.32918891925
"Region1","S1D1B1","TRA_CAR_GSL_001",1,2018,347192.231423142
"Region1","S1D1B1","TRA_CAR_GSL_001",1,2019,363770.903790379
"Region1","S1D1B1","TRA_CAR_GSL_001",1,2020,381141.219421942
"Region1","S1D1B1","TRA_CAR_GSL_001",1,2021,399340.97979798
"Region1","S1D1B1","TRA_CAR_GSL_001",1,2022,418409.791379138
"Region1","S1D1B1","TRA_CAR_GSL_001",1,2023,438389.152115211
"Region1","S1D1B1","TRA_CAR_GSL_001",1,2024,459322.541354135
"Region1","S1D1B1","TRA_CAR_GSL_001",1,2025,481255.514651465
"Region1","S1D1B1","TRA_CAR_GSL_001",1,2027,612831.304292343
"Region1","S1D1B1","TRA_CAR_GSL_001",1,2028,553540.751475148
"Region1","S1D1B1","TRA_CAR_GSL_001",1,2029,579972.710371037
"Region1","S1D1B1","TRA_CAR_GSL_001",1,2030,607666.813681368
"Region1","S1D1B1","TRA_CAR_GSL_001",1,2031,636683.329932995
"Region1","S1D1B1","TRA_CAR_GSL_001",1,2032,667085.405040504
"Region1","S1D1B1","TRA_CAR_GSL_001",1,2033,698939.200620062
"Region1","S1D1B1","TRA_CAR_GSL_001",1,2034,849467.292227378
"Region1","S1D1B1","TRA_CAR_GSL_001",1,2035,890029.950696056
"Region1","S1D1B1","TRA_MCY",1,2018,823827.456645665
"Region1","S1D1B1","TRA_MCY",1,2019,863165.794979498
"Region1","S1D1B1","TRA_MCY",1,2020,904382.566656666
"Region1","S1D1B1","TRA_MCY",1,2021,947567.467946795
"Region1","S1D1B1","TRA_MCY",1,2022,992814.478647865
"Region1","S1D1B1","TRA_MCY",1,2023,1040222.06620662
"Region1","S1D1B1","TRA_MCY",1,2024,1089893.39833983
"Region1","S1D1B1","TRA_MCY",1,2025,1141936.57165717
"Region1","S1D1B1","TRA_MCY",1,2026,1196464.84348435
"Region1","S1D1B1","TRA_MCY",1,2027,1253596.87868787
"Region1","S1D1B1","TRA_MCY",1,2028,1313457.00770077
"Region1","S1D1B1","TRA_MCY",1,2029,1376175.50055006
"Region1","S1D1B1","TRA_MCY",1,2030,1441888.84488449
"Region1","S1D1B1","TRA_MCY",1,2031,1510740.0480048
"Region1","S1D1B1","TRA_MCY",1,2032,1582878.94389439
"Region1","S1D1B1","TRA_MCY",1,2033,1658462.52225223
"Region1","S1D1B1","TRA_MCY",1,2034,1737655.27052705
"Region1","S1D1B1","TRA_MCY",1,2035,1820629.52695269
"Region1","S1D1B1","TRA_MCY_001",1,2018,823827.456645665
"Region1","S1D1B1","TRA_MCY_001",1,2019,863165.794979496
"Region1","S1D1B1","TRA_MCY_001",1,2020,904382.566656666
"Region1","S1D1B1","TRA_MCY_001",1,2021,947567.467946795
"Region1","S1D1B1","TRA_MCY_001",1,2022,992814.478647865
"Region1","S1D1B1","TRA_MCY_001",1,2023,1040222.06620662
"Region1","S1D1B1","TRA_MCY_001",1,2024,1089893.39833983
"Region1","S1D1B1","TRA_MCY_001",1,2025,1141936.57165717
"Region1","S1D1B1","TRA_MCY_001",1,2026,1196464.84348435
"Region1","S1D1B1","TRA_MCY_001",1,2027,1253596.87868787
"Region1","S1D1B1","TRA_MCY_001",1,2028,1313457.00770077
"Region1","S1D1B1","TRA_MCY_001",1,2029,1376175.50055006
"Region1","S1D1B1","TRA_MCY_001",1,2030,1441888.84488449
"Region1","S1D1B1","TRA_MCY_001",1,2031,1510740.0480048
"Region1","S1D1B1","TRA_MCY_001",1,2032,1582878.94389439
"Region1","S1D1B1","TRA_MCY_001",1,2033,1658462.52225223
"Region1","S1D1B1","TRA_MCY_001",1,2034,1737655.27052705
"Region1","S1D1B1","TRA_MCY_001",1,2035,1820629.52695269
"Region1","S1D1B1","TRA_PLANE_FREIGHT_001",1,2019,1634.57346499109
"Region1","S1D1B1","TRA_PLANE_FREIGHT_001",1,2020,1857.31797127474
"Region1","S1D1B1","TRA_PLANE_FREIGHT_001",1,2021,1979.8232288358
"Region1","S1D1B1","TRA_PLANE_FREIGHT_001",1,2024,5209.69096909691
"Region1","S1D1B1","TRA_PLANE_FREIGHT_001",1,2026,5919.63519651964
"Region1","S1D1B1","TRA_PLANE_FREIGHT_001",1,2028,4675.51894004199
"Region1","S1D1B1","TRA_PLANE_FREIGHT_001",1,2030,5892.28316515991
"Region1","S1D1B1","TRA_PLANE_FREIGHT_001",1,2033,5348.80995365758
"Region1","S1D1B1","TRA_PLANE_FREIGHT_BIO_001",1,2021,0.00248824881783214
"Region1","S1D1B1","TRA_PLANE_FREIGHT_BIO_001",1,2024,0.00465846585842276
"Region1","S1D1B1","TRA_PLANE_FREIGHT_BIO_001",1,2035,0.00117111667996335
"Region1","S1D1B1","TRA_PLANE_PSNG_001",1,2018,183210.385538554
"Region1","S1D1B1","TRA_PLANE_PSNG_001",1,2021,65268.1036983322
"Region1","S1D1B1","TRA_PLANE_PSNG_001",1,2022,134777.217548949
"Region1","S1D1B1","TRA_PLANE_PSNG_001",1,2029,366183.215571557
"Region1","S1D1B1","TRA_PLANE_PSNG_001",1,2031,349861.096017216
"Region1","S1D1B1","TRA_RLW_FREIGHT_DSL_001",1,2018,9066.55561556156
"Region1","S1D1B1","TRA_RLW_FREIGHT_DSL_001",1,2019,9350.32546054605
"Region1","S1D1B1","TRA_RLW_FREIGHT_DSL_001",1,2020,9642.97689768982
"Region1","S1D1B1","TRA_RLW_FREIGHT_DSL_001",1,2021,9944.787878788
"Region1","S1D1B1","TRA_RLW_FREIGHT_DSL_001",1,2022,10256.0451045104
"Region1","S1D1B1","TRA_RLW_FREIGHT_DSL_001",1,2023,10577.0442044205
"Region1","S1D1B1","TRA_RLW_FREIGHT_DSL_001",1,2024,10908.0901190119
"Region1","S1D1B1","TRA_RLW_FREIGHT_DSL_001",1,2025,11249.4973497349
"Region1","S1D1B1","TRA_RLW_FREIGHT_DSL_001",1,2026,11601.5899889989
"Region1","S1D1B1","TRA_RLW_FREIGHT_DSL_001",1,2027,11964.7026702666
"Region1","S1D1B1","TRA_RLW_FREIGHT_DSL_001",1,2028,12339.1803180319
"Region1","S1D1B1","TRA_RLW_FREIGHT_DSL_001",1,2029,12725.3784378438
"Region1","S1D1B1","TRA_RLW_FREIGHT_DSL_001",1,2030,13123.6643664365
"Region1","S1D1B1","TRA_RLW_FREIGHT_DSL_001",1,2031,13534.415441544
"Region1","S1D1B1","TRA_RLW_FREIGHT_DSL_001",1,2032,13958.0228022805
"Region1","S1D1B1","TRA_RLW_FREIGHT_DSL_001",1,2033,14394.8884888485
"Region1","S1D1B1","TRA_RLW_FREIGHT_DSL_001",1,2034,14845.4270727073
"Region1","S1D1B1","TRA_RLW_FREIGHT_DSL_001",1,2035,15310.0670867087
"Region1","S1D1B1","TRA_RLW_PSNG_DSL_001",1,2018,7414.32798779878
"Region1","S1D1B1","TRA_RLW_PSNG_DSL_001",1,2019,7768.36734473447
"Region1","S1D1B1","TRA_RLW_PSNG_DSL_001",1,2020,8139.31232923294
"Region1","S1D1B1","TRA_RLW_PSNG_DSL_001",1,2021,8527.9701970197
"Region1","S1D1B1","TRA_RLW_PSNG_DSL_001",1,2022,8935.18675067507
"Region1","S1D1B1","TRA_RLW_PSNG_DSL_001",1,2023,9361.84817981798
"Region1","S1D1B1","TRA_RLW_PSNG_DSL_001",1,2024,11378.0766856148
"Region1","S1D1B1","TRA_RLW_PSNG_DSL_001",1,2027,1583.43474759436
"Region1","S1D1B1","TRA_RLW_PSNG_DSL_001",1,2028,7497.32820683434
"Region1","S1D1B1","TRA_RLW_PSNG_DSL_001",1,2029,8208.7237373697
"Region1","S1D1B1","TRA_RLW_PSNG_DSL_001",1,2030,8290.41533045742
"Region1","S1D1B1","TRA_RLW_PSNG_DSL_001",1,2034,7844.44596354432
"Region1","S1D1B1","TRA_RLW_PSNG_DSL_001",1,2035,8645.20085066992
"Region1","S1D1B1","TRA_RLW_PSNG_ELC_001",1,2018,20046.1460446045
"Region1","S1D1B1","TRA_RLW_PSNG_ELC_001",1,2019,21003.3635663566
"Region1","S1D1B1","TRA_RLW_PSNG_ELC_001",1,2020,22006.2888888889
"Region1","S1D1B1","TRA_RLW_PSNG_ELC_001",1,2021,23057.104610461
"Region1","S1D1B1","TRA_RLW_PSNG_ELC_001",1,2022,24158.097509751
"Region1","S1D1B1","TRA_RLW_PSNG_ELC_001",1,2023,26889.7744791221
"Region1","S1D1B1","TRA_RLW_PSNG_ELC_001",1,2024,30762.9480742459
"Region1","S1D1B1","TRA_RLW_PSNG_ELC_001",1,2025,38063.9408440844
"Region1","S1D1B1","TRA_RLW_PSNG_ELC_001",1,2027,40202.4565115315
"Region1","S1D1B1","TRA_RLW_PSNG_ELC_001",1,2028,37073.1759512761
"Region1","S1D1B1","TRA_RLW_PSNG_ELC_001",1,2029,38843.4460904872
"Region1","S1D1B1","TRA_RLW_PSNG_ELC_001",1,2030,47460.6091242989
"Region1","S1D1B1","TRA_RLW_PSNG_ELC_001",1,2031,51887.8291892542
"Region1","S1D1B1","TRA_RLW_PSNG_ELC_001",1,2032,54365.5094020493
"Region1","S1D1B1","TRA_RLW_PSNG_ELC_001",1,2033,55281.1959095909
"Region1","S1D1B1","TRA_RLW_PSNG_ELC_001",1,2034,59342.4678067573
"Region1","S1D1B1","TRA_RLW_PSNG_ELC_001",1,2035,52041.4750369188
"Region1","S1D1B1","TRA_SHIP_FREIGHT_001",1,2019,1230605.01680168
"Region1","S1D1B1","TRA_SHIP_FREIGHT_001",1,2020,1510973.93350846
"Region1","S1D1B1","TRA_SHIP_FREIGHT_001",1,2021,1600433.97685109
"Region1","S1D1B1","TRA_SHIP_FREIGHT_001",1,2022,1600433.97685109
"Region1","S1D1B1","TRA_SHIP_FREIGHT_001",1,2023,2068610.06241725
"Region1","S1D1B1","TRA_SHIP_FREIGHT_001",1,2024,2068610.06241725
"Region1","S1D1B1","TRA_SHIP_FREIGHT_001",1,2025,2068610.06241725
"Region1","S1D1B1","TRA_SHIP_FREIGHT_001",1,2026,2133741.06550648
"Region1","S1D1B1","TRA_SHIP_FREIGHT_001",1,2028,1458261.22412241
"Region1","S1D1B1","TRA_SHIP_FREIGHT_001",1,2029,1919758.67371038
"Region1","S1D1B1","TRA_SHIP_FREIGHT_001",1,2030,1897781.51276102
"Region1","S1D1B1","TRA_SHIP_FREIGHT_001",1,2031,2599375.1260126
"Region1","S1D1B1","TRA_SHIP_FREIGHT_001",1,2032,2259463.98209871
"Region1","S1D1B1","TRA_SHIP_FREIGHT_001",1,2033,2416405.41702921
"Region1","S1D1B1","TRA_SHIP_FREIGHT_001",1,2034,2416405.41702921
"Region1","S1D1B1","TRA_SHIP_PSNG_001",1,2018,32056.4572957296
"Region1","S1D1B1","TRA_SHIP_PSNG_001",1,2019,34360.3144914491
"Region1","S1D1B1","TRA_SHIP_PSNG_001",1,2022,55095.998864085
"Region1","S1D1B1","TRA_SHIP_PSNG_001",1,2026,52487.9641044235
"Region1","S1D1B1","TRA_SHIP_PSNG_001",1,2029,90024.4448227781
"Region1","S1D1B1","TRA_SHIP_PSNG_001",1,2030,73725.001290129
"Region1","S1D1B1","TRA_SHIP_PSNG_001",1,2031,129725.20421934
"Region1","S1D1B1","TRA_SHIP_PSNG_001",1,2032,62722.7001930595
"Region1","S1D1B1","TRA_SHIP_PSNG_001",1,2033,90790.3321232123
"Region1","S1D1B1","TRA_SHIP_PSNG_001",1,2034,97315.3189018902
"Region1","S1D1B1","TRA_SHIP_PSNG_001",1,2035,129644.272591672
"Region1","S1D1B1","TRA_TRAIN_FREIGHT",1,2018,9066.55561556155
"Region1","S1D1B1","TRA_TRAIN_FREIGHT",1,2019,9350.32546054605
"Region1","S1D1B1","TRA_TRAIN_FREIGHT",1,2020,9642.97689768982
"Region1","S1D1B1","TRA_TRAIN_FREIGHT",1,2021,9944.787878788
"Region1","S1D1B1","TRA_TRAIN_FREIGHT",1,2022,10256.0451045104
"Region1","S1D1B1","TRA_TRAIN_FREIGHT",1,2023,10577.0442044205
"Region1","S1D1B1","TRA_TRAIN_FREIGHT",1,2024,10908.0901190119
"Region1","S1D1B1","TRA_TRAIN_FREIGHT",1,2025,11249.4973497349
"Region1","S1D1B1","TRA_TRAIN_FREIGHT",1,2026,11601.5899889989
"Region1","S1D1B1","TRA_TRAIN_FREIGHT",1,2027,11964.7026702666
"Region1","S1D1B1","TRA_TRAIN_FREIGHT",1,2028,12339.1803180319
"Region1","S1D1B1","TRA_TRAIN_FREIGHT",1,2029,12725.3784378438
"Region1","S1D1B1","TRA_TRAIN_FREIGHT",1,2030,13123.6643664365
"Region1","S1D1B1","TRA_TRAIN_FREIGHT",1,2031,13534.415441544
"Region1","S1D1B1","TRA_TRAIN_FREIGHT",1,2032,13958.0228022805
"Region1","S1D1B1","TRA_TRAIN_FREIGHT",1,2033,14394.8884888485
"Region1","S1D1B1","TRA_TRAIN_FREIGHT",1,2034,14845.4270727073
"Region1","S1D1B1","TRA_TRAIN_FREIGHT",1,2035,15310.0670867087
"Region1","S1D1B1","TRA_TRAIN_PSNG",1,2018,27460.4740324032
"Region1","S1D1B1","TRA_TRAIN_PSNG",1,2019,28771.7309110911
"Region1","S1D1B1","TRA_TRAIN_PSNG",1,2020,30145.6012181218
"Region1","S1D1B1","TRA_TRAIN_PSNG",1,2021,31585.0748074807
"Region1","S1D1B1","TRA_TRAIN_PSNG",1,2022,33093.284260426
"Region1","S1D1B1","TRA_TRAIN_PSNG",1,2023,36251.6226589401
"Region1","S1D1B1","TRA_TRAIN_PSNG",1,2024,42141.0247598608
"Region1","S1D1B1","TRA_TRAIN_PSNG",1,2025,38063.9408440844
"Region1","S1D1B1","TRA_TRAIN_PSNG",1,2027,41785.8912591259
"Region1","S1D1B1","TRA_TRAIN_PSNG",1,2028,44570.5041581104
"Region1","S1D1B1","TRA_TRAIN_PSNG",1,2029,47052.1698278569
"Region1","S1D1B1","TRA_TRAIN_PSNG",1,2030,55751.0244547564
"Region1","S1D1B1","TRA_TRAIN_PSNG",1,2031,51887.8291892542
"Region1","S1D1B1","TRA_TRAIN_PSNG",1,2032,54365.5094020493
"Region1","S1D1B1","TRA_TRAIN_PSNG",1,2033,55281.1959095909
"Region1","S1D1B1","TRA_TRAIN_PSNG",1,2034,67186.9137703016
"Region1","S1D1B1","TRA_TRAIN_PSNG",1,2035,60686.6758875887
"Region1","S1D1B1","TRA_TRUCK",1,2018,691881.225462546
"Region1","S1D1B1","TRA_TRUCK",1,2019,713536.089380938
"Region1","S1D1B1","TRA_TRUCK",1,2020,735868.718671867
"Region1","S1D1B1","TRA_TRUCK",1,2021,758900.326332633
"Region1","S1D1B1","TRA_TRUCK",1,2022,782652.789478948
"Region1","S1D1B1","TRA_TRUCK",1,2023,807148.669666967
"Region1","S1D1B1","TRA_TRUCK",1,2024,832411.234913491
"Region1","S1D1B1","TRA_TRUCK",1,2025,858464.481248125
"Region1","S1D1B1","TRA_TRUCK",1,2026,885333.155885588
"Region1","S1D1B1","TRA_TRUCK",1,2027,913042.780478048
"Region1","S1D1B1","TRA_TRUCK",1,2028,941619.675467547
"Region1","S1D1B1","TRA_TRUCK",1,2029,971090.98529853
"Region1","S1D1B1","TRA_TRUCK",1,2030,1001484.70347035
"Region1","S1D1B1","TRA_TRUCK",1,2031,1032829.7009701
"Region1","S1D1B1","TRA_TRUCK",1,2032,1065155.74957496
"Region1","S1D1B1","TRA_TRUCK",1,2033,1098493.55735574
"Region1","S1D1B1","TRA_TRUCK",1,2034,1132874.78794879
"Region1","S1D1B1","TRA_TRUCK",1,2035,1168332.10213021
"Region1","S1D1B1","TRA_TRUCK_DSL_001",1,2018,691881.225532152
"Region1","S1D1B1","TRA_TRUCK_DSL_001",1,2019,713536.089380938
"Region1","S1D1B1","TRA_TRUCK_DSL_001",1,2020,735868.718671867
"Region1","S1D1B1","TRA_TRUCK_DSL_001",1,2021,758900.326332633
"Region1","S1D1B1","TRA_TRUCK_DSL_001",1,2022,782652.789478948
"Region1","S1D1B1","TRA_TRUCK_DSL_001",1,2023,807148.669666967
"Region1","S1D1B1","TRA_TRUCK_DSL_001",1,2024,832411.234925921
"Region1","S1D1B1","TRA_TRUCK_DSL_001",1,2025,858464.481248125
"Region1","S1D1B1","TRA_TRUCK_DSL_001",1,2026,885333.155885589
